358	オプション グラフ 色 ミント クリーム 設定 する	color = 'mintcream'
359	データ フレーム 列 欠損 値 最 頻 値 埋める	df[col].fillna(df[col].mode().iloc[0])
360	リスト 番目 文字 列 挿入 する	aList.insert(n, element)
361	文字 列 先頭 空白 取り除く	s.lstrip()
362	列 キー し 二つ データ フレーム 内部 結合 する	pd.merge(df, df2, on=column, how='inner')
363	オプション 菱形 マーカー 描画 する	marker = 'D'
364	線 グラフ 描画 し 色 ライトゴールドロディイエロー 変更 する	plt.plot(データ列, データ列2, color='lightgoldenrodyellow')
365	列 集合 追加 する	aSet.update(iterable)
366	文字 列 色 リスト リスト 折れ線 グラフ プロット する	plt.plot(xdata, ydata, color=s)
367	オプション グラフ 色 暗い 赤 指定 する	color = 'darkred'
368	ヒストグラム 実線 用い 描画 する	plt.hist(データ列, linestyle='solid')
369	オプション ロージーブラウン グラフ 色 設定 する	color = 'rosybrown'
370	折れ線 グラフ バツ マーカー 黄色く する	plt.plot(データ列, データ列2, marker='x', markerfacecolor='y')
371	二つ データ フレーム 異なる 列 キー 左 結合 する	pd.merge(df, df2, left_on=column, right_on=column2, how='left')
372	データ フレーム 位 丸め 整数 する	df.round(-3).astype(int)
373	マップ 項目 名 列挙 する	aDict.keys()
374	リスト リスト 散布 図 右 三 角 マーカー 描画 する	plt.plot(xdata, ydata, marker='>')
375	フローラルホワイト ヒストグラム 色 設定 する	plt.hist(データ列, color='floralwhite')
376	線 グラフ 描画 し その 色 サドル ブラウン 指定 する	plt.plot(データ列, データ列2, color='saddlebrown')
377	データ フレーム カラム 時	df[col].dt.hour
378	データ 列 四捨五入 し 整数 する	ds.round().astype(int)
379	日付 時刻 データ 日付 時刻 データ 前	aDatetime < aDatetime2
380	データ 列 欠損 値 最小 値 埋める	ds.fillna(ds.min())
381	実数 逆 正接 求める	math.atan(x)
382	縦 方向 二つ データ フレーム 合体 さ せる	pd.concat([df, df2], axis=0)
383	オプション グラフ 色 淡い 茶色 設定 する	color = 'tan'
384	列 イテラブル 続ける	itertools.chain(iterable, iterable2)
385	文字 列 中 部分 文字 列 含ま れる 調べる	sub in s
386	範囲	range(n, n2)
387	データ フレーム 列 大きく 小さい 行 抽出 する	df[(x < df[column]) & (df[column] < x2)]
388	実数 浮動 小数点 数 割っ 切り捨てる	x // y
389	数値 プリント する	print(value, value2, value3)
390	集合 すべて 要素 別 集合 含ま れる 調べる	aSet.issubset(aSet2)
391	折れ線 グラフ 描画 し その 色 ラベンダー 設定 する	plt.plot(データ列, データ列2, color='lavender')
392	ダーク オレンジ 色 ヒストグラム 描画 する	plt.hist(データ列, color='darkorange')
393	破線 色 色 差別 ない 変更 する	plt.plot(xdata, ydata, linestyle='dash', color='colorblind')
394	数列 イテラブル 暗い 折れ線 描画 し その 線 幅 設定 する	plt.plot(xdata, ydata, linestyle='dark', linewidth=n)
395	今日 月曜日 調べる	datetime.datetime.today().weekday() == 0
396	値 集合 取り除く	aSet.remove(element)
397	文字 列 タプル 要素 で ない どう	element not in aTuple
398	値 集合 メンバー どう	element in aSet
399	タイムスタンプデータ 土曜日	aDatetime.weekday() == 5
400	キュー 中 数値 インデックス	deq.index(element)
401	リスト リスト 散布 図 淡い 色 描画 する	plt.plot(xdata, ydata, c='muted')
402	データ フレーム 列 未 入力 値 最小 値 設定 する	df[col].fillna(df[col].min())
403	オプション オリーブ グラフ 色 設定 する	color = 'olive'
404	折れ線 グラフ 色 インディゴ 変更 する	plt.plot(データ列, データ列2, color='indigo')
405	横 棒グラフ 色 カラー コード する	plt.barh(ラベル列, データ列, color=rgb)
406	データ フレーム 表示 する とき 折り返し オフ 設定 する	pd.set_option('expand_frame_repr', False)
407	折れ線 グラフ 描画 し その 色 オールド レース 指定 する	plt.plot(データ列, データ列2, color='oldlace')
408	二つ オブジェクト 等しい 調べる	obj == obj2
409	データ フレーム リスト カラム 分散 求める	df[aList].var()
410	折れ線 グラフ 描画 し 色 パープル 変更 する	plt.plot(データ列, データ列2, color='purple')
411	線 グラフ 描画 し その 色 ロージーブラウン 設定 する	plt.plot(データ列, データ列2, color='rosybrown')
412	二つ 集合 共通 要素 持た ない どう テスト する	aSet.isdisjoint(aSet2)
413	オプション 改行 コード 設定 する	newline = '\n'
414	データ フレーム カラム モード	df[col].mode()
415	データ フレーム ファイル 保存 する	df.to_csv(filename, sep='\t')
416	文字 列 中 部分 文字 列 いくつ 存在 する カウント する	s.count(sub)
417	タプル キー 値 エラー なく 得る	aDict.get(key, None)
418	要素 一つ タプル 得る	(element,)
419	イテラブル 文字 列 リスト 変換 し タブ つなげる	'\t'.join(map(str, iterable))
420	整数 進 表現 見る	hex(n)
421	イテラブル 重複 なく 個 ランダム 選ぶ	random.sample(iterable, k=n)
422	マッピング 要素 キー 加える	aDict[key] = element
423	列 値 データ フレーム グループ 化 し 列挙 する	[(name, group) for name, group in df.groupby('A')]
424	データ 列 折れ線 グラフ 描画 し マーカー 印 する	plt.plot(データ列, データ列2, marker='v')
425	データ 列 値	ds.isna()
426	リスト 合計 値	sum(aList)
427	データ フレーム どの 値 頻出 確認 する	df.mode()
428	濃い 描画 し 線 幅 変更 する	plt.plot(xdata, ydata, linestyle='deep', color=rgb)
429	オプション ディープスカイブルー グラフ 色 変更 する	color = 'deepskyblue'
430	データ 列 何時 調べる	ds.dt.hour
431	イテラブル リスト 散布 図 黒い 丸 マーカー 描画 する	plt.plot(xdata, ydata, marker='o', c='k')
432	配列 行 ごと 平均	np.mean(aArray, axis=1)
433	データ 列 中 文字 列 存在 する どう	ds.isin([value])
434	リスト リスト 散布 図 ダイアモンドマーカー 描画 する	plt.plot(xdata, ydata, marker='D')
435	文字 列 内 ひとつ 英字 含ま れる どう	any(c.isalpha() for c in s)
436	データ フレーム リスト カラム 欠損 値 平均 値 設定 する	df[aList].fillna(df[aList].mean())
437	既存 ファイル 追加 できる よう オープン する	open(filepath, mode='a', encoding='euc_jp')
438	折れ線 グラフ 色 チョコレート 設定 する	plt.plot(データ列, データ列2, color='chocolate')
439	配列 平坦 化 する	aArray.flatten()
440	両端 キュー 要素 右 個 分 ロー テンション する	deq.rotate(n)
441	オプション ラベンダー グラフ 色 設定 する	color = 'lavender'
442	オプション グリーン イエロー グラフ 色 指定 する	color = 'greenyellow'
443	保存 する カンマ 区切り ファイル 小数点 以下 桁 数 設定 する	df.to_csv(filename, float_format='%.3f')
444	線 グラフ 描画 し 色 ダークスラテグレー 設定 する	plt.plot(データ列, データ列2, color='darkslategray')
445	列 分散	ds.var()
446	折れ線 グラフ 描画 し 色 茶色 指定 する	plt.plot(データ列, データ列2, color='brown')
447	オブジェクト 数値 調べる	isinstance(obj, (int,float))
448	文字 列 中 複数 行 対応 正規 表現 すべて マッチ 見る	re.findall(pattern, s, flags=re.MULTILINE)
449	データ フレーム 列 列 相関 行列 ヒートマップ 描画 する	sns.heatmap(df[[column, column2]].corr())
450	整数 ゼロ 埋め し た 文字 列 する	str(n).zfill(文字列幅)
451	ヒストグラム 色 ダークゴールデンロッド 設定 する	plt.hist(データ列, color='darkgoldenrod')
452	オプション ホット ピンク グラフ 色 セット する	color = 'hotpink'
453	折れ線 グラフ マーカー する	plt.plot(データ列, データ列2, marker='^')
454	折れ線 グラフ サイズ 三角 マーカー 描画 する	plt.plot(データ列, データ列2, marker='^', markersize=n)
455	日付 時刻 データ 何 月 知る	aDatetime.month
456	折れ線 グラフ 大 バツ マーカー 大き さ 設定 する	plt.plot(データ列, データ列2, marker='X', markersize=n)
457	折れ線 グラフ ポイント マーカー 使う	plt.plot(データ列, データ列2, marker='.')
458	折れ線 グラフ 色 ライト ブルー 変更 する	plt.plot(データ列, データ列2, color='lightblue')
459	柱状 図 描画 し 正規 化 する	plt.hist(データ列, density=True)
460	イテラブル データ 列 散布 図 文字 列 データ ラベル 用 ラベル 付ける	plt.scatter(xdata, xdata, label=s)
461	マップ 項目 名 一覧 得る	list(aDict)
462	データ フレーム 正規 分布 どの 程度 尖っ いる 見る	df.skew()
463	データ フレーム リスト 列 位 丸め 整数 型 する	df[aList].round(-2).astype(int)
464	実線 ヒストグラム 線 スタイル 設定 する	plt.hist(データ列, linestyle='solid')
465	辞書 キー 一覧	aDict.keys()
466	辞書 キー その 値 ペア 取り出す	aDict.items()
467	リスト データ 列 用い パステル 調 の 描画 し その 線 幅 設定 する	plt.plot(xdata, ydata, linestyle='pastel', color='r')
468	オプション ディープスカイブルー 色 使う	color = 'deepskyblue'
469	データ フレーム 複数 列 ソート し 更新 する	df.sort_values(by=column, inplace=True)
470	ダークシアグリーン 色 ヒストグラム 描画 する	plt.hist(データ列, color='darkseagreen')
471	リスト 移り変わり 折れ線 プロット する	plt.plot(range(len(xdata)), xdata)
472	タプル コピー	dict(aDict)
473	線 グラフ 描画 し 色 ライト グレー 設定 する	plt.plot(データ列, データ列2, color='lightgrey')
474	折れ線 グラフ 色 スラグレー 設定 する	plt.plot(データ列, データ列2, color='slategrey')
475	実行 結果 青色 プリント できる 文字 列 する	f'\033[34m{value}\033[0m'
476	日付 時刻 データ 火曜日 確認 する	aDatetime.weekday() == 1
477	要素 マップ 値 含ま れ いる	element in aDict.values()
478	オプション グリーン イエロー 色 使う	color = 'greenyellow'
479	表 データ 複数 列 破壊 的 並べる	df.sort_values(by=column, inplace=True)
480	整数 分の 一 する	n //= n2
481	折れ線 グラフ 右 三 角 マーカー 赤く する	plt.plot(データ列, データ列2, marker='>', markerfacecolor='r')
482	線 グラフ 色 ブランチドアーモンド 設定 する	plt.plot(データ列, データ列2, color='blanchedalmond')
483	折れ線 グラフ 描画 し その 色 オレンジ レッド 指定 する	plt.plot(データ列, データ列2, color='orangered')
484	ヒストグラム 色 リネン 設定 する	plt.hist(データ列, color='linen')
485	両端 キュー 右側 イテラブル 各 要素 追加 する	deq.extend(iterable)
486	オプション ターコイズ グラフ 色 設定 する	color = 'turquoise'
487	折れ線 グラフ 緑色 ポイント マーカー 描画 する	plt.plot(データ列, データ列2, marker='.', markerfacecolor='g')
488	ファイル 書き込み 用 オープン する	open(filepath, mode='w', encoding='euc_jp')
489	日付 データ 日付 データ 早い 調べる	aDate < aDate2
490	整数 セット ひとつ	n in aSet
491	ファイル 読み込む	pd.read_csv(filename, sep='\t')
492	文字 列 内 ひとつ 大文字 含ま れる 調べる	any(c.isupper() for c in s)
493	リスト 四 分 位 数 ごと ビニング する	pd.qcut(aList, 4)
494	ヒストグラム 色 パレットトルコイズ セット する	plt.hist(データ列, color='paleturquoise')
495	辞書 キー その 項目 列挙 する	aDict.items()
496	データ フレーム リスト カラム 中 日付 データ ある どう	df[aList].isin([value])
497	折れ線 グラフ 黄色い 右 三 角 印 描画 する	plt.plot(データ列, データ列2, marker='>', markerfacecolor='y')
498	リスト 変化 折れ線 グラフ 描画 する	plt.plot(range(len(xdata)), xdata)
499	行列 行 ごと 最大 値	np.max(aArray, axis=1)
500	破線 グラフ 色 パステル 調 の 設定 する	plt.plot(xdata, ydata, linestyle='dash', color='pastel')
501	ヒストグラム 描画 し その 色 ブランチドアーモンド セット する	plt.hist(データ列, color='blanchedalmond')
